abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
"The rapid development of [::generative::] [::artificial::] [::intelligence::] technology has accelerated the reform in the field of education and opened up a new development path for English writing teaching in middle schools. However, in the actual teaching process, there are still problems with the rigid application of [::artificial::] [::intelligence::] and the lack of data support for learning...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11158028,Zhiwei Qi; Yuqing Liu; Wenlin Liu,0,,,IEEE Conferences,10.1109/ICAIE64856.2025.11158028,4,,,406,,,False,,,,,14-16 May 2025,2025 5th International Conference on [::Artificial::] [::Intelligence::] and Education (ICAIE),2025,IEEE,402,Research on Middle School English Writing Teaching Model Assisted by Generative Artificial Intelligence,
"This paper presents a comprehensive review of studies on the application of [::generative::] [::artificial::] [::intelligence::] (AI) in learning analytics. The review encompasses 49 articles sourced from Scopus, spanning the years 2022 to 2024. The results reveal patterns of relevant publications based on regions of authors&#39; affiliations, research methods, research objectives and issues, types of...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11113640,Billy T. M. Wong; Kam Cheong Li; Charlotte S. Y. Chau,0,,,IEEE Conferences,10.1109/ISET65607.2025.00018,39,,,5,,,False,,,,,22-25 July 2025,2025 International Symposium on Educational Technology (ISET),2025,IEEE,1,Integrating Generative Artificial Intelligence in Learning Analytics: Insights and Implications From Recent Studies,
"Grokking Artificial Intelligence Algorithms is a fully-illustrated and interactive tutorial guide to the different approaches and algorithms that underpin AI. Written in simple language and with lots of visual references and hands-on examples, you&#39;ll learn the concepts, terminology, and theory you need to effectively incorporate AI algorithms into your applications. And to make sure you truly grok...","{'type': 'locked', 'message': 'Full text access may be available.'}",10280429,Rishal Hurbans,0,,,Manning Books,,0,,,,,,False,,,,,,,2020,Manning,,Grokking Artificial Intelligence Algorithms,
"The integration of [::Artificial::] [::Intelligence::] (AI) into the field of education is an unprecedented trend with the potential to revolutionize teaching approaches and significantly improve the overall learning experience. This workshop offers an opportunity for a strategic implementation of [::generative::] [::artificial::] [::intelligence::] in higher education, demonstrating its capacity ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10500605,Miguel Morales-Chan; Hector R. Amado-Salvatierra; Rocael Hernandez-Rizzardini,0,,,IEEE Conferences,10.1109/EDUNINE60625.2024.10500605,575,,,2,,,False,,,,,10-13 March 2024,2024 IEEE World Engineering Education Conference (EDUNINE),2024,IEEE,1,"Workshop: Educational Innovation Through Generative Artificial Intelligence: Tools, Opportunities, and Challenges",
"There has been a significant rise in the literature published on [::Artificial::] [::Intelligence::] in Education in recent times. The scope of the literature is vast, with the emergence of some niche themes that have relevance in lifelong learning. This study aims to analyse the emerging trends and themes in [::Artificial::] [::Intelligence::] in Education and how they may be useful in lifelong l...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10487664,Vijay Prakash Misra; Punit Kumar Mishra; Adya Sharma,0,,,IEEE Conferences,10.1109/CSDE59766.2023.10487664,1086,,,6,,,False,,,,,4-6 Dec. 2023,2023 IEEE Asia-Pacific Conference on Computer Science and Data Engineering (CSDE),2023,IEEE,1,"Artificial Intelligence in Education – Emerging Trends, Thematic Analysis & Application in Lifelong Learning",
"[::Artificial::] [::Intelligence::] (AI) technologies have been applied in various domains. [::Generative::] [::artificial::] [::intelligence::] ([::generative::] AI, GAI) is an emerging [::artificial::] [::intelligence::] method that generates multiple forms of data such as text, images, and videos. For example, using GAI educational technology is a recent significant trend, which has more and mo...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11189812,Yili Shi; Dingchen Sun; Yang Su; Jia Zeng; Qin Wang,0,,,IEEE Conferences,10.1109/CCAI65422.2025.11189812,0,,,1115,,,False,,,,,23-25 May 2025,2025 IEEE 5th International Conference on Computer Communication and [::Artificial::] [::Intelligence::] (CCAI),2025,IEEE,1112,Generative Artificial Intelligence in Early Childhood Education: A Bibliometric Analysis,
"In the era of rapid development in digital education, [::generative::] [::artificial::] [::intelligence::] is increasingly applied in the field of education. This study focuses on primary school foundational education, comprehensively reviewing relevant literature to analyze its current research and application status in primary school teaching evaluation. It clarifies its significant role and exi...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11158572,Yuting Han; Mei Chen,0,,,IEEE Conferences,10.1109/ICAIE64856.2025.11158572,4,,,438,,,False,,,,,14-16 May 2025,2025 5th International Conference on [::Artificial::] [::Intelligence::] and Education (ICAIE),2025,IEEE,435,Application of Generative Artificial Intelligence to Explore the Innovative Path of Teaching Evaluation for Primary School Teachers,
"In response to the problems of high false detection rate, complex computation, difficulty in timely responding and defending against new unknown attacks, and high defense costs in network security defense, a defense method combining network intrusion detection and defense based on [::artificial::] [::intelligence::] technology is designed. The Wasserstein [::Generative::] Adversarial Network model...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11198719,Chunming Fu; Xiang Zhang; Rui Wang; Leiliang Sun; Changchun Su; Haoxue Min; Haokang Ran; Yanchun Liu,0,,,IEEE Conferences,10.1109/AIoTC66747.2025.11198719,0,,,747,,,False,,,,,8-10 Aug. 2025,"2025 4th International Conference on [::Artificial::] [::Intelligence::], Internet of Things and Cloud Computing Technology (AIoTC)",2025,IEEE,743,Research on Network Security Defense Performance with Artificial Intelligence Methods,
"In today&#39;s rapidly evolving education field, [::generative::] [::artificial::] [::intelligence::] (AI) technology is increasingly becoming a key force in promoting teaching innovation and personalized learning solutions. This article deeply explores the application of [::generative::] AI technology in designing customized learning paths in higher education and its profound impact on educational pr...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10734572,Ying Li; Wei Ji; Jiaqi Liu; Wenqing Li,0,,,IEEE Conferences,10.1109/IIST62526.2024.00099,465,,,573,,,False,,,,,4-5 March 2024,2024 International Conference on Interactive Intelligent Systems and Techniques (IIST),2024,IEEE,567,Application of Generative Artificial Intelligence Technology in Customized Learning Path Design: A New Strategy for Higher Education,
"The education mode of art design education in colleges and universities is more flexible, and the practitioners and art design talents in this field have a high acceptance of new technologies and new scenes, providing a wide range of application scenarios and product forms for the integration of technology and art. However, there is little research on the application of AI technology in the field ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10624638,Jing Ning; Yi Gao; Mingxin Luo,0,,,IEEE Conferences,10.1109/IECA62822.2024.00038,512,,,169,,,False,,,,,26-28 Jan. 2024,2024 International Conference on Informatics Education and Computer Technology Applications (IECA),2024,IEEE,165,Application Research of Generative Artificial Intelligence Technology in the Design and Art Course Teaching,
"The integration of [::artificial::] [::intelligence::] (AI) into the workplace requires commitment not only from the leadership of company directors but, equally important, from the engineers responsible for its implementation. This article presents a survey on perceptions concerning the utilization of AI tools in engineering environments. It was focused on engineers and students in the areas of e...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10319661,Jose Joskowicz; Daniel Slomovitz,0,,,IEEE Journals,10.1109/EMR.2023.3333794,2557,,,267,,,False,,,1,,Feb. 2024,IEEE Engineering Management Review,2024,IEEE,258,Engineers' Perspectives on the Use of Generative Artificial Intelligence Tools in the Workplace,52
"Nowadays, the number of [::Artificial::] [::Intelligence::] (AI) applications has significantly increased, such as in the case of the design of mechanical components and aeronautical structures, to name a few. The above is done via [::Generative::] Design founded on AI algorithms. Diverse software applications include these programmed algorithms, and menus and dialog boxes permit users to execute ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10904391,H. R. Morano-Okuno; G. Sandoval-Benitez,0,,,IEEE Conferences,10.1109/WAIE63876.2024.00009,77,,,11,,,False,,,,,28-30 Sept. 2024,2024 6th International Workshop on [::Artificial::] [::Intelligence::] and Education (WAIE),2024,IEEE,6,Using Artificial Intelligence for Generative Design Through a Software Tool in a Mechatronic Course,
"[::Artificial::] [::Intelligence::] (AI) is changing the landscape of academic research by facilitating tools and techniques that improve various stages of the research process. The addition of AI into academic research enhances research methodologies by improving data collection and analysis, enabling researchers to expose insights more efficiently. AI contributes to an innovative research enviro...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11199274,R. S. Kamath; P.G. Naik; S. S. Jamsandekar,0,,,IEEE Conferences,10.1109/WorldSUAS66815.2025.11199274,0,,,6,,,False,,,,,22-23 Aug. 2025,2025 World Skills Conference on Universal Data Analytics and Sciences (WorldSUAS),2025,IEEE,1,Advancing Academic Research through Artificial Intelligence Driven Innovation and Gen AI Application,
"This study is based on the application of a real-measured data preprocessing method using data augmentation techniques. In response to the scarcity of sample data in the fields of construction and transportation, this paper proposes a data augmentation method based on the conditional [::generative::] adversarial network (CGAN). This method can learn the latent distribution of original data through...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11116915,Chen Li,0,,,IEEE Conferences,10.1109/ICBAIE63306.2024.11116915,27,,,34,,,False,,,,,25-27 Oct. 2024,"2024 5th International Conference on Big Data, [::Artificial::] [::Intelligence::] and Internet of Things Engineering (ICBAIE)",2024,IEEE,29,The Application of Artificial Intelligence in Data Preprocessing,
"A new wave of [::artificial::] [::intelligence::] applications that offer extensive benefits to our daily lives has been led to by dramatic success in machine learning. The loss of explainability during this transition, however, means vulnerability to vicious data, poor model structure design, and suspicion of stakeholders and the general public--all with a range of legal implications. The study o...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10659410,,0,,,IEEE Standards,10.1109/IEEESTD.2024.10659410,740,,,55,,,False,,,,,30 Aug. 2024,IEEE Std 2894-2024,2024,IEEE,1,IEEE Guide for an Architectural Framework for Explainable Artificial Intelligence,
"This paper explores the innovative application of [::artificial::] [::intelligence::] (AI) in the revitalization of historical paintings, addressing the challenges of traditional restoration and enhancing preservation techniques. By leveraging advanced AI models, such as [::Generative::] Adversarial Networks (GANs), style transfer, and inpainting algorithms, this research demonstrates how machine ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10962044,Wai Yie Leong,0,,,IEEE Conferences,10.1109/ECTIDAMTNCON64748.2025.10962044,86,,,145,,,False,,,,,29 Jan.-1 Feb. 2025,"2025 Joint International Conference on Digital Arts, Media and Technology with ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunications Engineering (ECTI DAMT & NCON)",2025,IEEE,141,Revitalizing Historical Paintings through Artificial Intelligence,
"It has been more than 60 years since the concept of [::artificial::] [::intelligence::] was established in 1956. In recent years, with the innovation and development of technology, especially the emergence of ChatGPT, it is expected that [::generative::] [::artificial::] [::intelligence::] models will lead to new breakthroughs in various industries. This thesis focuses on Japan, which is adjacent ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11022287,Zhengzhen Qian,0,,,IEEE Conferences,10.1109/ACAIT63902.2024.11022287,45,,,816,,,False,,,,,8-10 Nov. 2024,2024 8th Asian Conference on [::Artificial::] [::Intelligence::] Technology (ACAIT),2024,IEEE,812,Exploration and Reflection of Legal Artificial Intelligence in Japan,
"The image conversion of clothing sketches has enormous application value in fields such as visual editing, clothing design, and human-computer interaction. At present, most of the objects converted from sketches are relatively simple shapes, such as faces, human postures, animal postures, shoes, and bags. At present, sketch conversion-based work is difficult to handle images with complex texture s...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11108345,Haofa Lin; Xinrong Hu,0,,,IEEE Conferences,10.1109/PRMVAI65741.2025.11108345,14,,,6,,,False,,,,,20-22 June 2025,"2025 IEEE International Conference on Pattern Recognition, Machine Vision and [::Artificial::] [::Intelligence::] (PRMVAI)",2025,IEEE,1,Research on Clothing Sketch Conversion Based on Generative Adversarial Networks,
"Programming education has gained prominence in the intelligent era, yet students frequently encounter coding errors and struggle with algorithm comprehension, which diminishes their learning engagement. Although [::generative::] AI has brought new vitality to programming instruction, its concrete impacts demand further exploration. This study developed three distinct AI-powered learning strategies...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11158480,Guochao Zheng; Jinlong Piao; Guohong Zhao,0,,,IEEE Conferences,10.1109/ICAIE64856.2025.11158480,10,,,479,,,False,,,,,14-16 May 2025,2025 5th International Conference on [::Artificial::] [::Intelligence::] and Education (ICAIE),2025,IEEE,475,A Practical Study of Applying Generative Artificial Intelligence to Promote Programming Learning Engagement for Middle School Students,
"While education and technology currently work hand in hand thanks to educational technology, there&#39;s a conflict when students want to use a technology that&#39;s prohibited by the teachers, usually because of the implications that a new technology (specifically, [::artificial::] [::intelligence::] tools) can have in the educational development of the students. In this regard, the present paper seeks t...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10565670,Martín Muñoz-Mandujano; Mauricio Arturo Ibarra Corona; José Alejandro Vargas Díaz; Diego Octavio Ibarra Corona; Verónica López Martínez; Gabriela Pacheco Sánchez,0,,,IEEE Conferences,10.1109/JICV59748.2023.10565670,267,,,4,,,False,,,,,25-26 Sept. 2023,2023 XIII International Conference on Virtual Campus (JICV),2023,IEEE,1,Artificial Intelligence and Classrooms: Ethics in the Use of Artificial Intelligence in Education,
"With the proposal of carbon neutrality, more and more new energy sources are used. Assessing the stability of power systems integrated with these new energy sources has become an urgent issue. To address this challenge, an [::artificial::] [::intelligence::]-based method for steady-state analysis of power systems was proposed. This method employed both the Newton-Raphson method and PQ decompositio...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11041711,Xinyu Hang; Feng Li; Deping Ke; Huimin Peng; Shuchuang Wu; Juewei Wu,0,,,IEEE Conferences,10.1109/ISEAE64934.2025.11041711,24,,,85,,,False,,,,,18-20 April 2025,"2025 7th International Conference on Information Science, Electrical and Automation Engineering (ISEAE)",2025,IEEE,80,A power system stability evaluation method based on artificial intelligence method,
"With the rapid development of [::artificial::] [::intelligence::], the ethical issues of [::artificial::] [::intelligence::] have become increasingly prominent. This paper discusses the problems of data security, bias and the implantation of morality and values in the ethics of [::artificial::] [::intelligence::] algorithms, and systematically and comprehensively expounds the main solutions to the...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10692746,Xinying Xu,0,,,IEEE Conferences,10.1109/IoTAAI62601.2024.10692746,536,,,503,,,False,,,,,26-28 July 2024,"2024 6th International Conference on Internet of Things, Automation and [::Artificial::] [::Intelligence::] (IoTAAI)",2024,IEEE,499,Research on Algorithmic Ethics in Artificial Intelligence,
"Social media content is relevant for many applications, including applications that assist in fighting the plague of terrorism through [::Artificial::] [::Intelligence::] (AI). However, social media content is diverse in its form - text, image, audio, and video. Depending on the nature of the applications, it may be desirable to convert all these forms into a unique format to ease processing. Once...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10645267,Lossan Bonde; Severin Dembele,0,,,IEEE Conferences,10.1109/icABCD62167.2024.10645267,268,,,5,,,False,,,,,1-2 Aug. 2024,"2024 International Conference on [::Artificial::] [::Intelligence::], Big Data, Computing and Data Communication Systems (icABCD)",2024,IEEE,1,A Unified Generative Artificial Intelligence Approach for Converting Social Media Content,
"This paper discusses the problems and challenges of [::artificial::] [::intelligence::] (AI) implementation at the modern computer science and information technology development stage. The authors analyze the types of AI, tendencies, and current state of AI development as well as the challenges of AI implementation in the various fields of human activity. The paper focus on the National strategies...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10348800,Yuriy Kondratenko; Anatoliy Shevchenko; Yuriy Zhukov; Galyna Kondratenko; Oleksandr Striuk,0,,,IEEE Conferences,10.1109/IDAACS58523.2023.10348800,373,,,226,,,False,,,,,7-9 Sept. 2023,2023 IEEE 12th International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications (IDAACS),2023,IEEE,221,Tendencies and Challenges of Artificial Intelligence Development and Implementation,1
"This research analyses the evolving intersection of [::generative::] AI and healthcare. It explores the transformative potential of integrating [::generative::] AI in healthcare, particularly in process automation, patient care, patient monitoring, and diagnosis. However, the implementation of [::generative::] AI in healthcare faces challenges like medical privacy concerns, the possibility of erro...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10571863,Elham Albaroudi; Taha Mansouri; Ali Alameer,0,,,IEEE Conferences,10.1109/WiDS-PSU61003.2024.00039,521,,,140,,,False,,,,,3-4 March 2024,2024 Seventh International Women in Data Science Conference at Prince Sultan University (WiDS PSU),2024,IEEE,134,The Intersection of Generative AI and Healthcare: Addressing Challenges to Enhance Patient Care,
"As [::artificial::] [::intelligence::] (AI) rapidly developed, the phenomenon of ‘insight’ in AI systems has attracted sufficient research attention. In this study, I principally discuss on the relationship between the insight phenomenon in AI and Kant’s transcendental philosophy and develop a novel theoretical framework for it. This research is an analysis of how such a posteriori structures of K...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11189595,Zhiwu Zhang,0,,,IEEE Conferences,10.1109/ICAIDE65466.2025.11189595,0,,,125,,,False,,,,,29-31 May 2025,2025 International Conference on [::Artificial::] [::Intelligence::] and Digital Ethics (ICAIDE),2025,IEEE,119,The Intersection of Insight Phenomenon in Artificial Intelligence and Kant’s Transcendental Philosophy,
The Fourth Industrial Revolution involves the shift in the economy and society that has been driven by emerging technologies. Among these are [::Artificial::] [::Intelligence::] and other related scientific innovations. This paper explores the effect of [::Generative::] [::Artificial::] [::Intelligence::] on the Iranian banking industry using a SWOT analysis. The results indicate that the identifi...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10843491,Niloofar Moradhasel; Mohammad Kazem Sayadi; Mohamad Shahram Moin,0,,,IEEE Conferences,10.1109/IST64061.2024.10843491,66,,,350,,,False,,,,,9-10 Oct. 2024,2024 11th International Symposium on Telecommunications (IST),2024,IEEE,345,Analyzing the Challenges and Opportunities of Generative Artificial Intelligence in Iran’s Banking Industry,
"Personalized learning refers to a system of teaching and learning where the content, methods, and assessment are tailored to each learner&#39;s needs, capacities/skills/competencies, and pace. There is abundant literature about personalized learning, describing its advantages, challenges, and approaches to implementing it. This study has explored the abundant literature and realized that while there a...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10779525,Lossan Bonde,0,,,IEEE Conferences,10.1109/SmartBlock4Africa61928.2024.10779525,332,,,10,,,False,,,,,30 Sept.-4 Oct. 2024,2024 IEEE SmartBlock4Africa,2024,IEEE,1,A Generative Artificial Intelligence Based Tutor for Personalized Learning,
"The utilization of [::Artificial::] [::Intelligence::] (AI) and [::Generative::] AI (GenAI) in higher education has increased importantly in the last years. Studies show that AI holds promise in enhancing the learning experiences for both students and educators, offering personalized learning and assessment opportunities. This study conducts a systematic review on the application of AI within Lati...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10527283,Alejandra de la Torre; Maria Baldeon-Calisto,0,,,IEEE Conferences,10.1109/ISDFS60797.2024.10527283,619,,,7,,,False,,,,,29-30 April 2024,2024 12th International Symposium on Digital Forensics and Security (ISDFS),2024,IEEE,1,Generative Artificial Intelligence in Latin American Higher Education: A Systematic Literature Review,
"The fashion business is growing quickly and is one of the main forces behind the world&#39;s economies. The everexpanding business is driving a significant rise in the application of computer science to address various issues inside it. It becomes difficult to discover a personalized wardrobe that reflects their preferences, taste and needs. Traditional Fashion Recommendation Systems (FRSs) limits the...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10932201,Ketaki Bhoyar; Suvarna Patil,0,,,IEEE Conferences,10.1109/ICAET63349.2025.10932201,87,,,6,,,False,,,,,16-17 Jan. 2025,2025 1st International Conference on AIML-Applications for Engineering & Technology (ICAET),2025,IEEE,1,Generative AI for Revolutionizing Personal Style,
"Software developer&#39;s approaches to coding, testing, and deployment are changing due to the incorporation of [::Artificial::] [::Intelligence::] (AI) into software development. AI-Augmented Software Development Tools simplify repetitive activities, boost productivity, and lessen the cognitive load on developers by utilizing machine learning, natural language processing (NLP), and other AI technique...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10836523,Shreyas Pangavhane; Gokul Raktate; Prasad Pariane; Krishna Shelar; Rohit Wakchaure; J.N. Kale,0,,,IEEE Conferences,10.1109/DASA63652.2024.10836523,864,,,5,,,False,,,,,11-12 Dec. 2024,2024 International Conference on Decision Aid Sciences and Applications (DASA),2024,IEEE,1,AI-Augmented Software Development: Boosting Efficiency and Quality,
"Despite the myriad peer-reviewed papers demonstrating novel [::Artificial::] [::Intelligence::] (AI)-based solutions to COVID-19 challenges during the pandemic, few have made a significant clinical impact, especially in diagnosis and disease precision staging. One major cause for such low impact is the lack of model transparency, significantly limiting the AI adoption in real clinical practice. To...","{'type': 'open-access', 'message': 'Open Access'}",9804787,Felipe Giuste; Wenqi Shi; Yuanda Zhu; Tarun Naren; Monica Isgut; Ying Sha; Li Tong; Mitali Gupte; May D. Wang,0,,,IEEE Journals,10.1109/RBME.2022.3185953,11639,,,21,,,False,,,,,2023,IEEE Reviews in Biomedical Engineering,2023,IEEE,5,Explainable Artificial Intelligence Methods in Combating Pandemics: A Systematic Review,16
"As a quintessential representative of physical general [::artificial::] [::intelligence::] systems, humanoid robots are a crucial manifestation of [::artificial::] [::intelligence::] in physical space and serve as key equipment. This paper, grounded in high-level academic competitions, focuses on the field of AI-enabled humanoid robot-assisted design. It aims to develop a virtual simulation engine...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11025410,Yuanyuan Zhang; Xin Zhang; Huoming Shen,0,,,IEEE Conferences,10.1109/ICISE-IE64355.2024.11025410,24,,,98,,,False,,,,,20-22 Dec. 2024,2024 5th International Conference on Information Science and Education (ICISE-IE),2024,IEEE,94,Construction of an Artificial Intelligence-Powered Practical Training Platform for Humanoid Robot-Assisted Design in the Context of Discipline-Specific Competitions,
"In the realm of interior design, using [::artificial::] [::intelligence::] (AI) to produce aesthetically pleasing and practical space designs has grown in popularity. In this study, we provide a comprehensive interior design approach using state-of-the-art AI models [6]. Our methodology combines state-of-the-art methods such as Diffusion Prior Networks, Contrastive Language-Image Pre-training (CLI...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10739133,Harsh Ranjan; Rishikesh Kumar; Aryan; Sujal Goyal; Atri Bandyopadhayay; Prasun Chakraborty,0,,,IEEE Conferences,10.1109/ICEECT61758.2024.10739133,272,,,6,,,False,,,,,29-31 Aug. 2024,2024 International Conference on Electrical Electronics and Computing Technologies (ICEECT),2024,IEEE,1,Leveraging Generative AI in Creating Innovative and Functional Room Designs,1
"With the rapid development of [::artificial::] [::intelligence::] technology, the application of [::Generative::] AI in the field of education is becoming increasingly widespread. This article uses CiteSpace to visually analyze the development trajectory, hot trends, and cutting-edge research of [::artificial::] [::intelligence::] applications in the field of education in China. It clarifies the n...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10935410,Lili Zhao; Feng Yuan; Long Miao,0,,,IEEE Conferences,10.1109/ITME63426.2024.00174,89,,,873,,,False,,,,,13-15 Sept. 2024,2024 14th International Conference on Information Technology in Medicine and Education (ITME),2024,IEEE,869,Exploration of the Reform of Programming Courses Based on Generative AI,
"This paper presents the approach and results of Experienc-IA, a project developed as part of a course on strategic planning, innovation, and foresight in the Journalism degree program at the University of Málaga in the 2022–23 academic year. With the pretext of implementing the SWOT-CAME applied research approach seen in the course, the project focuses on a common theme that is essential to reflec...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10565683,María Sánchez González,0,,,IEEE Conferences,10.1109/JICV59748.2023.10565683,61,,,4,,,False,,,,,25-26 Sept. 2023,2023 XIII International Conference on Virtual Campus (JICV),2023,IEEE,1,"Literacy and Innovation Through Testing, Strategic Analysis and Debate on Artificial Intelligence Tools: Experience-IA in Journalism at University of Malaga",
"[::Artificial::] General [::Intelligence::] (AGI) models face significant challenges in abstract reasoning tasks, which require deep understanding and generalization across a wide range of domains. This study introduces a novel hybrid multicomponent architecture designed to enhance AGI performance on abstract reasoning tasks. The proposed model integrates advanced techniques including Transformer-...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10934367,Yang Wang; Zhejun Zhao,0,,,IEEE Conferences,10.1109/AIIM64537.2024.10934367,98,,,871,,,False,,,,,20-22 Dec. 2024,2024 4th International Symposium on [::Artificial::] [::Intelligence::] and Intelligent Manufacturing (AIIM),2024,IEEE,867,Advancing Abstract Reasoning in Artificial General Intelligence with a Hybrid Multi-Component Architecture,
"The article discusses the possibility of using [::artificial::] [::intelligence::] technologies and modern [::generative::] models in knowledge management systems in the creation of energy systems involving renewable energy sources. The main features realized through the use of such technologies are considered, the methods of using these technologies to collect, analyze and systematize data relate...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10554198,Viktorija V. Buchatskaya; David A. Atagyan; Stefan V. Onishchenko; Pavel Yu. Buchatskiy; Semen V. Teploukhov,0,,,IEEE Conferences,10.1109/SCM62608.2024.10554198,136,,,232,,,False,,,,,22-24 May 2024,2024 XXVII International Conference on Soft Computing and Measurements (SCM),2024,IEEE,228,The Use of Modern Generative Models of Artificial Intelligence for Organization of Knowledge Management Subsystem in Information-analytical System,
"The rapid rate at which technology has progressed in the last few decades has resulted in emerging technological solutions such as [::artificial::] [::intelligence::] (AI). AI is increasingly being used in business management decision-making processes to make more informed, better-informed, and more intelligent decisions. It is important to consider the intelligent implications of AI-driven decisi...","{'type': 'locked', 'message': 'Full text access may be available.'}",10790445,S. Revathy; S. P. Sreekala; D. Praveenadevi; S. Rajeshwari,0,,,De Gruyter Books,,0,,,268,,,False,,,,,,"Toward [::Artificial::] General [::Intelligence::]: Deep Learning, Neural Networks, [::Generative::] AI",2024,De Gruyter,251,12 The intelligent implications of artificial intelligence-driven decision-making in business management,
Summary [::Artificial::] [::intelligence::] (AI) is a branch of computer science that aims to create machines capable of mimicking human [::intelligence::]. [::Generative::] AI refers to a subset of [::artificial::] [::intelligence::] models that are designed to generate new data samples that are similar in nature to a given set of input data. The genesis of [::generative::] AI dates back to th...,"{'type': 'locked', 'message': 'Full text access may be available.'}",10953253,Ian Khan,0,,,Wiley Books,,0,,,17,,,False,,,,,,"The Quick Guide to Prompt Engineering: [::Generative::] AI Tips and Tricks for ChatGPT, Bard, Dall-E, and Midjourney",2024,Wiley,1,The Basics of Generative Artificial Intelligence,
"A subfield of computer science called [::artificial::] [::intelligence::] (AI) aims to build intelligent machines that can think and act like people. AI entails developing computer programs and algorithms with some autonomy in how they reason, behave, and learn. It is used in a number of sectors, including retail, robotics, healthcare, and finance. AI technologies have the potential to transform n...","{'type': 'locked', 'message': 'Full text access may be available.'}",10790393,Mahesh Maurya; Vishal Gangadhar Puranik; A. Senthil Kumar; Balambigai Subramanian,0,,,De Gruyter Books,,0,,,20,,,False,,,,,,"Toward [::Artificial::] General [::Intelligence::]: Deep Learning, Neural Networks, [::Generative::] AI",2024,De Gruyter,1,1 Introduction to artificial intelligence,
"The dawn of [::artificial::] [::intelligence::] has sparked excitement and curiosity as it paves new ways for us to envision the future. [::Artificial::] General [::Intelligence::] (AGI) stands as a thrilling and challenging frontier to explore, offering many possibilities and transformations across various industries. This article attempts to provide an in-depth overview of AGL its history, appli...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10487188,Atif Farid Mohammad; Bryan Clark; Ram Agarwal; Sean Summers,0,,,IEEE Conferences,10.1109/CSCE60160.2023.00073,1058,,,417,,,False,,,,,24-27 July 2023,"2023 Congress in Computer Science, Computer Engineering, & Applied Computing (CSCE)",2023,IEEE,413,LLM/GPT Generative AI and Artificial General Intelligence (AGI): The Next Frontier,
