article_id,title,subtitle,abstract,authors,publication_title,publication_year,publication_date,doi,isbn,issn,document_type,publisher,language,volume,issue,page_start,page_end,page_count,keywords,pdf_url,stable_url,access_type,is_open_access,peer_reviewed,citation_count,conference_location,source_databases,original_indices
11075458,A Study on Instructional Design and Application of Information Technology Courses Based on Generative Artificial Intelligence,,"This study addresses the problem of insufficient learning motivation caused by students’ passive learning in the traditional information technology classroom, constructs a teaching model based on [::generative::] [::artificial::] [::intelligence::], and carries out an empirical study using the high school information technology course of a middle school in China as a scenario, selects 144 students...",Hairu Yang; Jiayi Li; Jiang Chen; Qianchen Xiang; Zhou Liang; Xiaoyu Zhang,"2025 16th International Conference on E-Education, E-Business, E-Management and E-Learning (IC4e)",2025,26-29 April 2025,10.1109/IC4e65071.2025.11075458,,,IEEE Conferences,IEEE,,,,440,444,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,145@ieee
11137092,Personalized learning resources created by generative artificial intelligence: A systematic review,,"With the advancement of [::generative::] [::artificial::] [::intelligence::] (AI) technology, the generation of personalized learning resources has emerged as a significant research focus in the field of education. This study systematically reviews 11 papers published between 2022 and 2024, selected from databases such as Web of Science and Google Scholar, focusing on the use of [::generative::] A...",Xu Yuan; Zhihan Ding; Zhenyi Zhang; Liuxu Zhou; Yanbing Zhou; Zigang Ge,2025 11th International Conference on Education and Training Technologies (ICETT),2025,23-25 May 2025,10.1109/ICETT66247.2025.11137092,,,IEEE Conferences,IEEE,,,,84,89,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,146@ieee
10505530,Legal Risks and Governance Paths for Generative AI--A Case Study of ChatGPT,,"The release of OpenAI&#39;s ChatGPT chatbot has sparked widespread concern around the world about the threats and legal issues of [::generative::] AI. Although this technological innovation has opened a new chapter in the field of [::artificial::] [::intelligence::], it has also caused the public to worry about its possible negative effects. In order to solve the above problems and reasonably regulate...",Wang Zhenfeng; Lin Quanwang; Gao Huihui; Yu Xiehua,2023 13th International Conference on Information Technology in Medicine and Education (ITME),2023,24-26 Nov. 2023,10.1109/ITME60234.2023.00023,,,IEEE Conferences,IEEE,,,,58,62,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,147@ieee
10951265,Artificial General Intelligence in Sight,,"Summary Described as a hypothetical yet potent entity, [::artificial::] general [::intelligence::] (AGI) is envisioned to master any intellectual feat achievable by humans or animals. This chapter delves into AGI&#39;s allure, its pathway, and the paradigm it aims to establish. It briefly pivots toward the tangible manifestations of AI advancements&#x2014;humanoid robots, epitomizing the fusion of ...",Martin Musiol,[::Generative::] AI: Navigating the Course to the [::Artificial::] General [::Intelligence::] Future,2024,,,,,Wiley Books,Wiley,,,,337,403,,,,,"{'type': 'locked', 'message': 'Full text access may be available.'}",False,,0,,ieee,148@ieee
10900880,The Rise of Generative Artificial Intelligence in Business,,"[::Generative::] [::artificial::] [::intelligence::] (hereinafter: AI) has emerged as a transformative force across industries, driving significant advancements in automation, efficiency, and innovation. This paper explores the impact of [::generative::] AI on business operations, focusing on its ability to enhance productivity, reduce costs, and improve customer experiences. By leveraging foundat...",Diana Mudrinić; Ivan Šoda,2024 IEEE 17th International Scientific Conference on Informatics (Informatics),2024,13-15 Nov. 2024,10.1109/Informatics62280.2024.10900880,,,IEEE Conferences,IEEE,,,,493,498,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,149@ieee
10953086,TRACING THE EVOLUTIONARY BLUEPRINT OF GENERATIVE AI,,"Summary As well as ushering in a new era of connectedness (and cat memes) the internet played a pivotal role in the evolution of AI. In the 2000s, as more and more of our everyday activities moved online, the resulting explosion in big data provided a huge boost for the evolution of AI. An area of recent development is domain&#x2010;specific [::generative::] models, which are models tailored to...",Bernard Marr,[::Generative::] AI in Practice: 100+ Amazing Ways [::Generative::] [::Artificial::] [::Intelligence::] is Changing Business and Society,2024,,,,,Wiley Books,Wiley,,,,17,27,,,,,"{'type': 'locked', 'message': 'Full text access may be available.'}",False,,0,,ieee,150@ieee
10721927,Artificial Neural Network Based Improved Pelican Optimization Algorithm for 3D Printed Footwear Products Design in Artificial Intelligence,,"The usage of three-dimensional (3D) image printing for footwear designs has expanded recently as a result of improvements in production processes and materials. Throughout the manufacturing process, enormous volumes of multi-modal data including text and graphics are generated, effectively personalizing goods remains a challenge. Thus, in this research, an [::artificial::] [::intelligence::] techn...",Liang Tian,2024 International Conference on Intelligent Algorithms for Computational [::Intelligence::] Systems (IACIS),2024,23-24 Aug. 2024,10.1109/IACIS61494.2024.10721927,,,IEEE Conferences,IEEE,,,,1,4,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,151@ieee
9737344,Theoretical considerations on application of artificial intelligence in coordinate metrology,,"[::Artificial::] [::intelligence::] and solution-finding methods based on it are becoming more and more common not only in science, but also in everyday life. It is one of the important elements of Industry 4.0 strategy, supporting human in making decisions especially based on large sets of input data. Also in length and angle metrology, opportunities are opening up to use [::artificial::] [::inte...",Michal Wieczorowski; Dawid Kucharski; Pawel Sniatala; Grzegorz Krolczyk; Pawel Pawlus; Bartosz Gapinski,2021 6th International Conference on Nanotechnology for Instrumentation and Measurement (NanofIM),2021,25-26 Nov. 2021,10.1109/NanofIM54124.2021.9737344,,,IEEE Conferences,IEEE,,,,1,4,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,152@ieee
10424297,Application of Generative Artificial Intelligence in English Education: Taking ChatGPT System as An Example,,"As a crucial strategic support for advancing national education, [::artificial::] [::intelligence::] possesses immense application potential. Developed by OpenAI, the [::generative::] [::artificial::] [::intelligence::] model, ChatGPT, has attracted considerable attention and sparked extensive debate since its launch. This study, taking ChatGPT as an exemplar, explores the prospective applications...",Zezong Tang; Yi Zhang,2023 3rd International Conference on Educational Technology (ICET),2023,15-17 Sept. 2023,10.1109/ICET59358.2023.10424297,,,IEEE Conferences,IEEE,,,,42,46,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,153@ieee
10850736,Innovative Approaches in Artificial Intelligence: Current Trends Shaping the Technological Future,,"This paper provides an in-depth analysis of current trends in [::artificial::] [::intelligence::], with a focus on developments from 2022 to the present. The aim is to identify and examine the key areas that are currently shaping the direction of this rapidly evolving field. Our analysis is based on an extensive study of specialized books, publications, and other relevant sources released during t...",Sylvia Maťašová; Martin Chovanec; Renáta Rusnáková; Dušan Čatloch,2024 International Conference on Emerging eLearning Technologies and Applications (ICETA),2024,24-25 Oct. 2024,10.1109/ICETA63795.2024.10850736,,,IEEE Conferences,IEEE,,,,439,445,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,154@ieee
9027802,Interpolation of CNC Toolpaths using Generative Adversarial Networks,,"CNC controls are widely used in modern manufac-turing technology. They play a important role for the productivity of the machine they control. Already today, these controls are reaching their performance limits in certain scenarios. The controller acts like a performance bottleneck for increasingly dynamic machine tools. To further increase the performance of CNC controllers, this work proposes an...",Benjamin Kaiser; Alexander Verl,2019 Second International Conference on [::Artificial::] [::Intelligence::] for Industries (AI4I),2019,25-27 Sept. 2019,10.1109/AI4I46381.2019.00021,,,IEEE Conferences,IEEE,,,,54,57,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,155@ieee
10565860,Analysis of Recommender System Using Generative Artificial Intelligence: A Systematic Literature Review,,"Recommender Systems (RSs), which generate personalized content, have become a technological tool with diverse applications for users. While numerous RSs have been proposed and successfully implemented across various domains, traditional AI-based RSs still encounter certain challenges, such as data sparsity, cold start, and diversity. [::Generative::] [::Artificial::] [::Intelligence::] in recommen...",Matthew O. Ayemowa; Roliana Ibrahim; Muhammad Murad Khan,IEEE Access,2024,2024,10.1109/ACCESS.2024.3416962,,,IEEE Journals,IEEE,,12,,87742,87766,,,,,"{'type': 'open-access', 'message': 'Open Access'}",False,,0,,ieee,156@ieee
9047611,Artificial Intelligence based 5G Coverage Design and optimization using Deep Generative Adversarial Neural Networks,,"Modern 5G networks require complete rethinking of the network management and self-organizing functionality in order to provide extremely high quality of user experience across multi-tier coverage with different cells radius. In this paper, we propose a novel approach for the small cells coverage planning and performance optimization for multi-tier heterogeneous network based on the [::artificial::...",Taras Maksymyuk; Juraj Gazda; Andriy Luntovskyy; Mykhailo Klymash,2018 International Conference on Information and Telecommunication Technologies and Radio Electronics (UkrMiCo),2018,10-14 Sept. 2018,10.1109/UkrMiCo43733.2018.9047611,,,IEEE Conferences,IEEE,,,,1,4,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,157@ieee
10765939,Study of perception on the use of generative artificial intelligence in higher-level students,,"[::Generative::] [::Artificial::] [::Intelligence::] (GAI) tools are advanced systems capable of generating content in formats such as text, images, or videos, which has been transforming fields such as education. However, excessive use of these tools may result in students not fully utilizing their own skills, thereby diminishing their critical thinking, analytical abilities, and information sear...",Karina Culebro Castillo; Ximena M. Zárate Hernández; Luis A. Gazca Herrera; Jessica Garizurieta Bernabe,2024 IEEE International Conference on Engineering Veracruz (ICEV),2024,21-24 Oct. 2024,10.1109/ICEV63254.2024.10765939,,,IEEE Conferences,IEEE,,,,1,5,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,158@ieee
10714060,Research on the Application of AI Intelligence in the Field of Floral Design Under the Environment of Big Data,,"In the era of big data, [::artificial::] [::intelligence::] (AI) technology is widely used in various fields. Floral design, as a field that blends art and creativity, can also benefit from the development of AI. The application of AI [::intelligence::] in the field of flower design under the environment of big data is deeply studied and discussed. Through exploring the application methods and tec...",Qianqian Ma,2024 International Conference on Telecommunications and Power Electronics (TELEPE),2024,29-31 May 2024,10.1109/TELEPE64216.2024.00033,,,IEEE Conferences,IEEE,,,,152,156,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,159@ieee
10674631,Estimating the Training Performance of Generative Adversarial Networks by Image Quality,,"[::Generative::] adversarial networks (GANs) can address the problem when the number of training samples is insufficient for many fields of AI models. However, we observed that in [::Generative::] Adversarial Networks, the loss cannot directly indicate the quality of generated images. A low loss does not necessarily guarantee good image quality, and a high loss does not necessarily imply poor imag...",Kuei-Chung Chang; Ming-Ching Lo,2024 International Conference on Consumer Electronics - Taiwan (ICCE-Taiwan),2024,9-11 July 2024,10.1109/ICCE-Taiwan62264.2024.10674631,,,IEEE Conferences,IEEE,,,,447,448,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,160@ieee
10649569,Exploring Generative Artificial Intelligence Research: A Bibliometric Analysis Approach,,"[::Artificial::] [::Intelligence::] (AI) and its many applications are changing our lives in ways we could not have imagined a decade ago. [::Generative::] [::artificial::] [::intelligence::] is an [::artificial::] [::intelligence::] system capable of generating texts, images, and other media based on the input training data. Although still in their early stages, numerous examples of such systems ...",Rahul Dwivedi; Lavanya Elluri,IEEE Access,2024,2024,10.1109/ACCESS.2024.3450629,,,IEEE Journals,IEEE,,12,,119884,119902,,,,,"{'type': 'open-access', 'message': 'Open Access'}",False,,0,,ieee,161@ieee
10972692,Preface to the First Workshop on GenAI-XR: Generative Artificial Intelligence meets Extended Reality,,"The GenAI-XR workshop aims to explore the intersection of [::Generative::] [::Artificial::] [::Intelligence::] (GenAI) and Extended Reality (XR), examining their combined potential to revolutionize various sectors including entertainment, arts, education, factory work, healthcare, architecture, and others. The workshop will provide a platform for researchers, industry professionals, and practition...",Anne-Gwenn Bosser; Pasquale Cascarano; Jérémy Lacoche; Shirin Hajahmadi; Ana Stanescu; Gábor Sörös,2025 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW),2025,8-12 March 2025,10.1109/VRW66409.2025.00033,,,IEEE Conferences,IEEE,,,,129,130,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,162@ieee
9657489,A Survey of Hybrid Human-Artificial Intelligence for Social Computing,,"With the convergence of modern computing technology and social sciences, both theoretical research and practical applications of social computing have been extended to new domains. In particular, social computing was significantly influenced by the recent advances of [::artificial::] [::intelligence::] (AI). However, the conventional technologies of AI have various drawbacks in dealing with compli...",Wenxi Wang; Huansheng Ning; Feifei Shi; Sahraoui Dhelim; Weishan Zhang; Liming Chen,IEEE Transactions on Human-Machine Systems,2022,June 2022,10.1109/THMS.2021.3131683,,,IEEE Journals,IEEE,,52,3.0,468,480,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,163@ieee
11131716,Redefining the Translation Profession: The Impact of Artificial Intelligence,,"The translation profession has undergone significant changes in recent years due to technological advancements and globalization. These developments have led to the emergence of new roles within the field. This paper explores the impact of automation, particularly the rise of [::generative::] [::artificial::] [::intelligence::], on translation and examines the evolving role of human translators. I...",Marija Brkić Bakarić,2025 MIPRO 48th ICT and Electronics Convention,2025,2-6 June 2025,10.1109/MIPRO65660.2025.11131716,,,IEEE Conferences,IEEE,,,,1471,1476,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,164@ieee
10968996,The Role of Artificial Intelligence Algorithms in Personalized Design of Visual Communication,,"Based on the problems of insufficient design innovation and low design efficiency in personalized visual communication design, this study uses the style transfer algorithm to apply a specific artistic style to the design and automatically generates visual elements with personalized characteristics. At the same time, [::Generative::] Adversarial Networks (GAN) are used to create new patterns and co...",Hongbo Sun,2025 IEEE 14th International Conference on Communication Systems and Network Technologies (CSNT),2025,7-9 March 2025,10.1109/CSNT64827.2025.10968996,,,IEEE Conferences,IEEE,,,,917,921,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,165@ieee
10489766,Examine the Role of Generative AI in Enhancing Threat Intelligence and Cyber Security Measures,,[::Generative::] [::Artificial::] [::Intelligence::] (AI) has increasingly been used to enhance threat [::intelligence::] and cyber security measures for organizations. [::Generative::] AI is a form of AI that creates new data without relying on existing data or expert knowledge. This technology provides decision support systems with the ability to automatically and quickly identify threats posed ...,Venkata Ramana Saddi; Santhosh Kumar Gopal; Abdul Sajid Mohammed; S. Dhanasekaran; Mahaveer Singh Naruka,2024 2nd International Conference on Disruptive Technologies (ICDT),2024,15-16 March 2024,10.1109/ICDT61202.2024.10489766,,,IEEE Conferences,IEEE,,,,537,542,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,166@ieee
11069165,Research on the Application of Artificial Intelligence in Automatic Generation of Digital Teaching Resources,,"This paper discusses the application of [::artificial::] [::intelligence::] (AI) in the automatic generation of digital teaching resources, aiming at improving teaching efficiency, optimizing resource allocation, promoting educational equity and promoting educational innovation. By constructing and optimizing AI models, such as Natural Language Processing (NLP) model based on Transformer, Convolut...",Xiaoyan Xia; Ling Yan; Zhihan Yao,"2025 International Conference on Electrical Drives, Power Electronics & Engineering (EDPEE)",2025,26-28 March 2025,10.1109/EDPEE65754.2025.00072,,,IEEE Conferences,IEEE,,,,384,388,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,167@ieee
10273208,A Framework to Overcome the Dark Side of Generative Artificial Intelligence (GAI) Like ChatGPT in Social Media and Education,,"As the performance of [::generative::] [::artificial::] [::intelligence::] (GAI), such as ChatGPT, improves, content created by GAI will be distributed in the social media space, and knowledge and writings from unknown sources will be disseminated and reproduced. Now that GAI is becoming widespread, it is necessary to distinguish GAI from human [::intelligence::], which constitutes knowledge. The ...",Pyoung Won Kim,IEEE Transactions on Computational Social Systems,2024,Aug. 2024,10.1109/TCSS.2023.3315237,,,IEEE Journals,IEEE,,11,4.0,5266,5274,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,168@ieee
10754705,The Rise of Artificial Intelligence: Industry Insights and Applications in Security Information and Event Management (SIEM),,"In recent years, [::Artificial::] [::Intelligence::] (AI) has become a focal point for companies, governments, and especially threat actors, all striving to improve system efficiency, efficacy, and responsiveness. By training complex systems based on the concept of a “neural network,” an [::artificial::] structure modeled after the pathways of the natural brain, machines are now capable of perform...",Md Liakat Ali; Kutub Thakur; Helen Barker; Michael Chan,"2024 IEEE 15th Annual Ubiquitous Computing, Electronics & Mobile Communication Conference (UEMCON)",2024,17-19 Oct. 2024,10.1109/UEMCON62879.2024.10754705,,,IEEE Conferences,IEEE,,,,0477,0482,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,169@ieee
10733569,Generative AI and Emotional Health: Innovations with Haystack,,"[::Generative::] [::artificial::] [::intelligence::] (AI) is poised to revolutionize the healthcare sector by enhancing research methodologies, diagnostic procedures, and treatment protocols. This paper investigates the application of key [::generative::] AI technologies, including [::Generative::] Adversarial Networks (GANs), Variational Autoencoders (VAEs), and Pre-trained [::Generative::] Trans...",Antonio Agliata; Antonio Pilato; Sorrentino Mariacarmen; Salvatore Bottiglieri; Emanuel Di Nardo; Angelo Ciaramella,2024 IEEE Symposium on Computers and Communications (ISCC),2024,26-29 June 2024,10.1109/ISCC61673.2024.10733569,,,IEEE Conferences,IEEE,,,,1,4,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,170@ieee
10774819,Generative AI in Education: A Bibliometric and Thematic Analysis,,"This research paper uses the bibliometric analysis technique to find out the current stage and future scope of research in the field of [::Generative::] [::Artificial::] [::Intelligence::] (AI) in the education sector. [::Generative::] AI which is demonstrated by popular platforms like ChatGPT, has emerged as a transformative force. It has offered a personalized learning environment, adaptive inst...",Abhijit Vhatkar; Vilis Pawar; Pravin Chavan,"2024 8th International Conference on Computing, Communication, Control and Automation (ICCUBEA)",2024,23-24 Aug. 2024,10.1109/ICCUBEA61740.2024.10774819,,,IEEE Conferences,IEEE,,,,1,6,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,171@ieee
9338888,Noise Reduction Algorithm for Communication based on Improved Generative Adversarial Network,,"There are many researches on noise suppression of traditional noise suppression algorithms, and the suppression effect has reached the bottleneck. Now the widely studied [::artificial::] [::intelligence::] algorithm provides a new idea for very low frequency (VLF) communication noise reduction in ocean navigation. The [::generative::] adversarial network is introduced into the noise interference s...",Gang Liu; Yuzhong Jiang; Sicheng Yang,2020 IEEE 9th Joint International Information Technology and [::Artificial::] [::Intelligence::] Conference (ITAIC),2020,11-13 Dec. 2020,10.1109/ITAIC49862.2020.9338888,,,IEEE Conferences,IEEE,,9,,1130,1136,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,172@ieee
11027812,Pathways and Strategies for Culturally Empowering Agricultural Product Branding through the Lens of Generative Artificial Intelligence,,"This paper explores the pathways and strategies for enhancing agricultural product branding through cultural empowerment within the context of [::generative::] [::artificial::] [::intelligence::]. The research proposes using rural cultural digital archives as a foundation, utilizing large language models and text-to-image models to extract and generate brand designs with distinct local cultural ch...",Wei Cao; Yongcheng Xie,2024 17th International Symposium on Computational [::Intelligence::] and Design (ISCID),2024,14-15 Dec. 2024,10.1109/ISCID63852.2024.00022,,,IEEE Conferences,IEEE,,,,58,61,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,173@ieee
11205411,"Artificial intelligence in business process modelling: A structured overview of trends, challenges and future research direction",,"This paper presents a structured literature review that explores the relationship between [::artificial::] [::intelligence::] and business process modeling. The study focuses on how [::artificial::] [::intelligence::] technologies such as machine learning, natural language processing, robotic process automation and [::generative::] [::artificial::] [::intelligence::] are applied within business pr...",Renáta Matilda Filep; Bálint Molnár,2025 IEEE 23rd Jubilee International Symposium on Intelligent Systems and Informatics (SISY),2025,25-27 Sept. 2025,10.1109/SISY67000.2025.11205411,,,IEEE Conferences,IEEE,,,,000295,000300,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,174@ieee
10459629,Utilizing Artificial Intelligence in Higher Education: A Systematic Review,,"Research on utilization of [::artificial::] [::intelligence::] in higher education has significantly expanded in recent years. However, the existing literature in this domain highlights a shortage of research in specific subareas, such as ChatGPT and the innovative utilization of advanced [::artificial::] [::intelligence::] tools. With the growing number of studies focusing on [::artificial::] [::...",Salem Alateyyat; Mohamed Soltan,2024 ASU International Conference in Emerging Technologies for Sustainability and Intelligent Systems (ICETSIS),2024,28-29 Jan. 2024,10.1109/ICETSIS61505.2024.10459629,,,IEEE Conferences,IEEE,,,,371,374,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,175@ieee
10709040,Optimization Design of Building Network Structure Based on Artificial Intelligence Algorithm and Data Set,,"[::Artificial::] [::intelligence::] algorithm is the key technology to realize the automated and intelligent design of building structures. However, due to the lack of constraints of physical rules, [::artificial::] [::intelligence::] algorithms sometimes generate unreasonable results in practical engineering applications. Therefore, by integrating the structural design rules into the [::Generativ...",Xuanhao Ji,2024 IEEE 2nd International Conference on Image Processing and Computer Applications (ICIPCA),2024,28-30 June 2024,10.1109/ICIPCA61593.2024.10709040,,,IEEE Conferences,IEEE,,,,1516,1519,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,176@ieee
10398283,Comparing the Ideation Quality of Humans With Generative Artificial Intelligence,,"Traditionally, ideating new product innovations is primarily the responsibility of marketers, engineers, and designers. However, a rapidly growing interest lies in leveraging [::generative::] [::artificial::] [::intelligence::] (AI) to brainstorm new product and service ideas. This study conducts a comparative analysis of ideas generated by human professionals and an AI system. The results of a bl...",Jan Joosten; Volker Bilgram; Alexander Hahn; Dirk Totzek,IEEE Engineering Management Review,2024,April 2024,10.1109/EMR.2024.3353338,,,IEEE Journals,IEEE,,52,2.0,153,164,,,,,"{'type': 'open-access', 'message': 'Open Access'}",False,,0,,ieee,177@ieee
10679114,The Influence of Responsible Innovation on Ideological Education in Universities Under Generative Artificial Intelligence,,"With the rapid development of [::generative::] AI technology, it has been widely used in the field of higher education, especially in ideological and political education in universities (hereinafter referred to as IPE). From the perspective of responsible innovation, this study deeply discusses the influence of [::generative::] [::artificial::] [::intelligence::] (AI) on IPE in universities. This ...",Yu Xing,IEEE Access,2024,2024,10.1109/ACCESS.2024.3459469,,,IEEE Journals,IEEE,,12,,133008,133017,,,,,"{'type': 'open-access', 'message': 'Open Access'}",False,,0,,ieee,178@ieee
10680564,Ethics of Artificial Intelligence for Cultural Heritage: Opportunities and Challenges,,"[::Artificial::] [::Intelligence::] (AI) has witnessed remarkable advancements in recent years and has significantly impacted various domains, including cultural heritage. Indeed, AI technologies offer unprecedented capacities to analyze huge amounts of historical data, enabling researchers and art historians to uncover precious patterns, connections, and insights that might otherwise remain elusi...",Simona Tiribelli; Sofia Pansoni; Emanuele Frontoni; Benedetta Giovanola,IEEE Transactions on Technology and Society,2024,Sept. 2024,10.1109/TTS.2024.3432407,,,IEEE Journals,IEEE,,5,3.0,293,305,,,,,"{'type': 'open-access', 'message': 'Open Access'}",False,,0,,ieee,179@ieee
10525933,Application of Generative Artificial Intelligence to Assessment and Curriculum Design for Project-Based Learning,,This paper proposes an integrated [::generative::] AI learning literacy approach based on project-based learning to harness the transformative potential of [::generative::] AI in higher education. It provides a novel framework for integrating [::generative::] AI into project-based learning that aims to develop students&#39; skills in three key aspects to grasp the application of [::generative::] AI as...,Tao Wu; Maiga Chang,2023 International Conference on Engineering and Emerging Technologies (ICEET),2023,27-28 Oct. 2023,10.1109/ICEET60227.2023.10525933,,,IEEE Conferences,IEEE,,,,1,6,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,180@ieee
10878212,Exploring the Transformative Potential of Generative Artificial Intelligence in Mechanical Engineering Education,,"The sophistication of technology has shown to offer several benefits in various fields. The advent of [::Artificial::] [::Intelligence::] (AI) has the potential to significantly improve any area of its integration, including Mechanical Engineering Education (MEE). A subset of AI, [::Generative::] [::Artificial::] [::Intelligence::] GAI) promises an invaluable potential in MEE. However, the promisi...",Mohannad Alghazo; Vian Ahmed; Zied Bahroun,"2024 IEEE International Conference on Technology Management, Operations and Decisions (ICTMOD)",2024,4-6 Nov. 2024,10.1109/ICTMOD63116.2024.10878212,,,IEEE Conferences,IEEE,,,,1,5,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,181@ieee
10487710,A Bibliometric View of AI Ethics Development,,"[::Artificial::] [::Intelligence::] (AI) Ethics is a nascent yet critical research field. Recent developments in [::generative::] AI and foundational models necessitate a renewed look at the problem of AI Ethics. In this study, we perform a bibliometric analysis of AI Ethics literature for the last 20 years based on keyword search. Our study reveals a three-phase development in AI Ethics, namely a...",Di Kevin Gao; Andrew Haverly; Sudip Mittal; Jingdao Chen,2023 IEEE Asia-Pacific Conference on Computer Science and Data Engineering (CSDE),2023,4-6 Dec. 2023,10.1109/CSDE59766.2023.10487710,,,IEEE Conferences,IEEE,,,,1,5,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,182@ieee
10869172,A Study on Impact of Junior High School Students’ Programming Learning Effect Based on Generative Artificial Intelligence,,"As [::artificial::] [::intelligence::] technology rapidly advances, its application in the field of education is becoming increasingly widespread. [::Generative::] [::artificial::] [::intelligence::] tools have become pervasively used in programming learning and they have a certain potential in the programming process. This study aims to explore the use of [::generative::] [::artificial::] [::inte...",Heng Zhang; Min Li,2024 4th International Conference on Educational Technology (ICET),2024,13-15 Sept. 2024,10.1109/ICET62460.2024.10869172,,,IEEE Conferences,IEEE,,,,106,109,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,183@ieee
11064486,A Comprehensive Overview on Artificial Intelligence Applied in Electromagnetic Design,,"Electromagnetics has a wide range of applications in critical fields such as communication, healthcare, and industry. Traditional electromagnetic design largely relies on numerical solving methods, often facing the challenge of balancing efficiency and accuracy. The advancement of promising [::artificial::] [::intelligence::] (AI) technologies is breaking this bottleneck, offering new opportunitie...",Zixin Zhao; Xing Guo; Yidong Zhang; Shaoqiu Xiao,"2025 5th International Conference on Neural Networks, Information and Communication Engineering (NNICE)",2025,10-12 Jan. 2025,10.1109/NNICE64954.2025.11064486,,,IEEE Conferences,IEEE,,,,1236,1240,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,184@ieee
10968641,Multi-Domain Image Translation Adversarial Network Based on Artificial Intelligence,,"Traditional image translation methods often face difficulties such as differences in cross domain data distribution and difficulty in maintaining semantic consistency. Therefore, this article cites a [::generative::] adversarial network (GAN) based approach to capture mapping relationships between different domains. Firstly, this article adopts the Conditional [::Generative::] Adversarial Network ...",Lili Zhang,2025 3rd International Conference on Integrated Circuits and Communication Systems (ICICACS),2025,21-22 Feb. 2025,10.1109/ICICACS65178.2025.10968641,,,IEEE Conferences,IEEE,,,,01,05,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,185@ieee
